Statistical profiling result from isolate-0x105800000-v8.log, (71385 ticks, 5238 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    965  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    895   92.7%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     70    7.3%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     22    2.2%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     22  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     22  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     22  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
    747   42.9%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    656   87.8%      Function: ~<anonymous> :1:10
    656  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    656  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    624   95.1%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     32    4.9%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     77   10.3%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     77  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     77  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     77  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23

   1298    1.8%  LazyCompile: *com.cognitect.transducers.into /Users/danielo/GIT/benchmarks-js/node_modules/transducers-js/transducers.js:1081:42
   1298  100.0%    Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:30:40
   1179   90.8%      Function: ~<anonymous> :1:10
   1179  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
   1179  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
   1055   89.5%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    124   10.5%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     91    7.0%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     91  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     91  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     91  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
     26    2.0%      Function: ~<anonymous> :4:16
     26  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     26  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     26  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17

   1265    1.8%  Builtin: Call_ReceiverIsAny
    474   37.5%    Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    462   97.5%      Function: ~<anonymous> :1:10
    462  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    462  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    439   95.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     23    5.0%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     10    2.1%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     10  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     10  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     10  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
    335   26.5%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    297   88.7%      Function: ~<anonymous> :1:10
    297  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    297  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    288   97.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      9    3.0%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     31    9.3%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     31  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     31  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     31  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
      4    1.2%      Function: ~<anonymous> :4:16
      4  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      4  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      4  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
    160   12.6%    LazyCompile: *arrayReduce /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:696:23
    160  100.0%      Function: ~reduce /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:9694:20
    160  100.0%        Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
    153   95.6%          Function: ~<anonymous> :1:10
    153  100.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3    1.9%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      2    1.3%          Function: ~Function: ~<anonymous> :1:10
      2  100.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      2    1.3%          Function: ~Eval: ~<anonymous> :1:1
      2  100.0%            Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    100    7.9%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
     89   89.0%      Function: ~<anonymous> :1:10
     89  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     89  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     89  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      5    5.0%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      5  100.0%        Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      5  100.0%          Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      5  100.0%            Function: ~execute /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:849:23
      2    2.0%      Eval: ~<anonymous> :1:1
      2  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      2  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      2  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    1.0%      Function: ~Function: ~<anonymous> :4:16
      1  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    1.0%      Function: ~Function: ~<anonymous> :1:10
      1  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    1.0%      Function: ~Eval: ~<anonymous> :1:1
      1  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    1.0%      Function: ~<anonymous> :4:16
      1  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     89    7.0%    LazyCompile: *reduce /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:9694:20
     89  100.0%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
     83   93.3%        Function: ~<anonymous> :1:10
     83  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     83  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3    3.4%        Function: ~<anonymous> :4:16
      3  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3    3.4%        Eval: ~<anonymous> :1:1
      3  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     55    4.3%    Builtin: ArrayMap
     38   69.1%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
     36   94.7%        Function: ~<anonymous> :1:10
     36  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     36  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      2    5.3%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      2  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      2  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     17   30.9%      LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
     15   88.2%        Function: ~<anonymous> :1:10
     15  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     15  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1    5.9%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      1  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    5.9%        Function: ~Function: ~<anonymous> :4:16
      1  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
     46    3.6%    Builtin: ArrayFilter
     37   80.4%      Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
     33   89.2%        Function: ~<anonymous> :1:10
     33  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
     33  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3    8.1%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      3  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      3  100.0%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      1    2.7%        Function: ~Eval: ~<anonymous> :1:1
      1  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      1  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
      9   19.6%      LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:26:44
      9  100.0%        Function: ~<anonymous> :1:10
      9  100.0%          Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
      9  100.0%            Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19

   1220    1.7%  Builtin: CallBoundFunction
    378   31.0%    Function: ~benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:34:61
    375   99.2%      Function: ~<anonymous> :1:10
    375  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    375  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    358   95.5%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
     17    4.5%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
    265   21.7%    LazyCompile: *benchmark /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:38:61
    232   87.5%      Function: ~<anonymous> :1:10
    232  100.0%        Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
    232  100.0%          Function: ~cycle /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1984:19
    229   98.7%            Function: ~run /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2093:17
      3    1.3%            Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:2061:32
     14    5.3%      Function: ~clock /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1569:23
